STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TOBS
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000203,-9999,-9999,-9999,19
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000204,0.1,0,-9999,25
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000205,-9999,-9999,-9999,23
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000206,-9999,-9999,-9999,25
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000207,-9999,-9999,-9999,26
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000208,-9999,-9999,-9999,13
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000209,-9999,-9999,-9999,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000210,-9999,-9999,-9999,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000211,-9999,-9999,-9999,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000212,-9999,-9999,-9999,20
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000213,-9999,-9999,-9999,18
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000214,0.6,-9999,-9999,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000215,0,-9999,-9999,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000216,-9999,-9999,-9999,32
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000217,-9999,-9999,-9999,24
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000218,-9999,-9999,-9999,26
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000219,0.7,-9999,4,29
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000220,-9999,-9999,-9999,26
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000221,-9999,-9999,-9999,24
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000222,-9999,-9999,-9999,28
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000223,-9999,-9999,-9999,29
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000224,-9999,-9999,-9999,40
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000225,-9999,-9999,-9999,42
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000226,0.1,-9999,-9999,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000227,-9999,-9999,-9999,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000228,0.2,-9999,-9999,40
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000229,-9999,-9999,-9999,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000301,-9999,-9999,-9999,32
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000306,-9999,-9999,-9999,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000307,-9999,-9999,-9999,32
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000308,-9999,-9999,-9999,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000309,-9999,-9999,-9999,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000310,0,-9999,-9999,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000311,-9999,-9999,-9999,39
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000312,1.1,-9999,-9999,40
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000313,-9999,-9999,-9999,28
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000314,-9999,-9999,-9999,31
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000315,-9999,-9999,-9999,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000316,-9999,-9999,-9999,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000317,1.05,-9999,-9999,36
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000318,-9999,-9999,-9999,21
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000319,-9999,-9999,-9999,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000320,-9999,-9999,-9999,32
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000321,-9999,-9999,-9999,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000322,0.12,-9999,-9999,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000323,-9999,-9999,-9999,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000324,-9999,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000325,-9999,-9999,-9999,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000326,0.1,-9999,-9999,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000327,-9999,-9999,-9999,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000328,1.22,-9999,-9999,49
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000329,-9999,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000330,-9999,-9999,-9999,42
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000331,-9999,-9999,-9999,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000401,-9999,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000402,-9999,-9999,-9999,47
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000403,-9999,-9999,-9999,56
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000404,0,-9999,-9999,62
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000405,0.32,-9999,-9999,39
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000406,-9999,-9999,-9999,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000407,-9999,-9999,-9999,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000408,-9999,-9999,-9999,48
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000409,0.3,-9999,-9999,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000410,0.1,-9999,-9999,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000411,-9999,-9999,-9999,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000412,0.15,-9999,-9999,42
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000413,-9999,-9999,-9999,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000414,-9999,-9999,-9999,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000415,-9999,-9999,-9999,48
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000416,0.4,-9999,-9999,56
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000417,-9999,-9999,-9999,47
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000418,0.55,-9999,-9999,36
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000419,-9999,-9999,-9999,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000420,-9999,-9999,-9999,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000421,-9999,-9999,-9999,47
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000422,1.45,-9999,-9999,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000423,0.1,-9999,-9999,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000424,-9999,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000425,-9999,-9999,-9999,46
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000426,-9999,-9999,-9999,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000427,-9999,-9999,-9999,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000428,-9999,-9999,-9999,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000429,-9999,-9999,-9999,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000430,-9999,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000501,-9999,-9999,-9999,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000502,0.1,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000503,-9999,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000504,-9999,-9999,-9999,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000505,-9999,-9999,-9999,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000506,-9999,-9999,-9999,68
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000507,-9999,-9999,-9999,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000508,0,-9999,-9999,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000509,-9999,-9999,-9999,71
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000510,-9999,-9999,-9999,62
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000511,0.4,-9999,-9999,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000512,-9999,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000513,0.3,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000514,0.5,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000515,-9999,-9999,-9999,47
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000516,-9999,-9999,-9999,42
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000517,-9999,-9999,-9999,57
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000518,-9999,-9999,-9999,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000519,1.1,-9999,-9999,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000520,0.45,-9999,-9999,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000521,0.4,-9999,-9999,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000522,-9999,-9999,-9999,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000523,0.1,-9999,-9999,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000524,0.6,-9999,-9999,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000525,-9999,-9999,-9999,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000526,-9999,-9999,-9999,56
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000527,-9999,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000528,-9999,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000529,-9999,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000530,-9999,-9999,-9999,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000531,-9999,-9999,-9999,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000601,0,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000602,0,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000603,0,0,0,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000604,0,0,0,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000605,0,0,0,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000606,0.12,0,0,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000607,2.2,0,0,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000608,0,0,0,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000609,0,0,0,66
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000610,0,0,0,72
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000611,0,0,0,75
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000612,1,0,0,69
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000613,1.25,0,0,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000614,0.05,0,0,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000615,0.05,0,0,57
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000616,0,0,0,69
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000617,0,0,0,75
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000618,0,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000619,0.1,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000620,0,0,0,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000621,0,0,0,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000622,0.4,0,0,69
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000623,0,0,0,66
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000624,0,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000625,0,0,0,71
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000626,0,0,0,73
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000627,0.03,0,0,74
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000628,0.35,0,0,66
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000629,0.05,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000630,0.15,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000701,0,-9999,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000702,0,0,0,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000703,0,0,0,69
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000704,0,0,0,69
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000705,0,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000706,0,0,0,57
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000707,0,0,0,57
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000708,0,0,0,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000709,0,0,0,62
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000710,0.25,0,0,71
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000711,0,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000712,0,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000713,0,0,0,61
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000714,0,0,0,68
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000715,1.3,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000716,1.75,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000717,0.1,0,0,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000718,0,0,0,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000719,0,0,0,61
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000720,0.1,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000721,0,0,0,59
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000722,0,0,0,66
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000723,0,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000724,0,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000725,0,0,0,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000726,0.27,0,0,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000727,2.6,0,0,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000728,0.3,0,0,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000729,0,0,0,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000730,0.4,0,0,72
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000731,0,0,0,70
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000801,0.4,-9999,-9999,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000802,0,-9999,-9999,71
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000803,0,-9999,-9999,72
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000804,0.75,-9999,-9999,66
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000805,0,-9999,-9999,61
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000806,0,-9999,-9999,62
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000807,0.05,-9999,-9999,74
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000808,0,-9999,-9999,72
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000809,0.35,-9999,-9999,71
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000810,0,-9999,-9999,68
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000811,0,-9999,-9999,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000812,1.9,-9999,-9999,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000813,2.45,-9999,-9999,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000814,0,-9999,-9999,61
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000815,0,-9999,-9999,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000816,0.8,-9999,-9999,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000817,0,-9999,-9999,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000818,0,-9999,-9999,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000819,0.5,-9999,-9999,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000820,0,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000821,0,-9999,-9999,49
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000822,0,-9999,-9999,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000823,0,-9999,-9999,56
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000824,0,-9999,-9999,65
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000825,0,-9999,-9999,59
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000826,0,-9999,-9999,62
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000827,0,-9999,-9999,64
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000828,0,-9999,-9999,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000829,0.35,-9999,-9999,67
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000830,0,-9999,-9999,63
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20000831,0,-9999,-9999,70
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001001,0,-9999,0,46
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001002,0,0,0,52
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001003,0,0,0,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001004,0,0,0,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001005,0.6,0,0,54
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001006,0.1,0,0,60
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001007,0,0,0,46
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001008,0,0,0,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001009,0,0,0,31
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001010,0,0,0,31
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001011,0,0,0,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001012,0,0,0,42
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001013,0,0,0,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001014,0,0,0,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001015,0,0,0,55
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001016,0,0,0,58
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001017,0,0,0,47
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001018,0.1,0,0,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001019,0.4,0,0,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001020,0,0,0,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001021,0,0,0,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001022,0,0,0,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001023,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001024,0,0,0,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001025,0,0,0,48
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001026,0,0,0,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001027,0,0,0,48
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001028,0,0,0,57
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001029,0,0,0,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001030,0,0,0,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001031,0,0,0,36
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001101,0,0,0,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001102,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001103,0,0,0,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001104,0,0,0,49
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001105,0,0,0,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001106,0,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001107,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001108,0,0,0,36
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001109,0,0,0,44
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001110,1.2,0,0,56
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001111,0,0,0,51
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001112,0,0,0,45
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001113,0,0,0,41
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001114,0,0,0,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,20001115,0.04,0,0,32
